Бодибилдинг,пляжный бодибилдинг - ростовая категория 182 см
Бодибилдинг,пляжный бодибилдинг - ростовая категория 182+ см
Бодибилдинг,пляжный бодибилдинг - ростовая категория - абсолютная
Бодибилдинг,атлетик - рост 171 см
Бодибилдинг,атлетик - рост 175 см
Бодибилдинг,атлетик - рост 180 см
Бодибилдинг,атлетик - рост 180+ см
Бодибилдинг,фитнес - рост 163 см
Бодибилдинг,фитнес - рост 163+ см
Бодибилдинг,фитнес - абсолютная категория
Бодибилдинг,фитнес - эстетический - ростовая категория 158 см
Бодибилдинг,фитнес - эстетический - ростовая категория 160 см
Бодибилдинг,фитнес - эстетический - ростовая категория 162 см
Бодибилдинг,фитнес - эстетический - ростовая категория 164 см
Бодибилдинг,фитнес - эстетический - ростовая категория 166 см
Бодибилдинг,фитнес - эстетический - ростовая категория 166+ см
Бодибилдинг,фитнес - эстетический - ростовая категория 169 см
Бодибилдинг,фитнес - эстетический - ростовая категория 172 см
Бодибилдинг,фитнес - эстетический - ростовая категория 172+ см
Бокс,весовая категория 36 кг
Бокс,весовая категория 38 кг
Бокс,"весовая категория 38,5 кг"
Бокс,весовая категория 40 кг
Бокс,весовая категория 42 кг
Бокс,весовая категория 44 кг
Бокс,весовая категория 46 кг
Бокс,"весовая категория 47,627 кг"
Бокс,весовая категория 48 кг
Бокс,"весовая категория 48,988 кг"
Бокс,весовая категория 50 кг
Бокс,"весовая категория 50,802 кг"
Бокс,весовая категория 51 кг
Бокс,весовая категория 52 кг
Бокс,"весовая категория 52,163 кг"
Бокс,"весовая категория 53,525 кг"
Бокс,весовая категория 54 кг
Бокс,"весовая категория 55,225 кг"
Бокс,весовая категория 57 кг
Бокс,"весовая категория 57,153 кг"
Бокс,"весовая категория 58,967 кг"
Бокс,весовая категория 59 кг
Бокс,весовая категория 60 кг
Бокс,"весовая категория 61,235 кг"
Бокс,весовая категория 63 кг
Бокс,"весовая категория 63,5 кг"
Бокс,"весовая категория 63,503 кг"
Бокс,весовая категория 64 кг
Бокс,весовая категория 65 кг
Бокс,весовая категория 66 кг
Бокс,"весовая категория 66,678 кг"
Бокс,весовая категория 67 кг
Бокс,весовая категория 68 кг
Бокс,"весовая категория 69,850 кг"
Бокс,весовая категория 70 кг
Бокс,весовая категория 71 кг
Бокс,весовая категория 72 кг
Бокс,"весовая категория 72,574 кг"
Бокс,весовая категория 75 кг
Бокс,весовая категория 76 кг
Бокс,"весовая категория 76,203 кг"
Бокс,весовая категория 76+ кг
Бокс,"весовая категория 79,378 кг"
Бокс,весовая категория 80 кг
Бокс,весовая категория 80+ кг
Бокс,весовая категория 81 кг
Бокс,весовая категория 81+ кг
Бокс,весовая категория 86 кг
Бокс,весовая категория 90 кг
Бокс,весовая категория 90+ кг
Бокс,"весовая категория 90,718 кг"
Бокс,"весовая категория 90,718+ кг"
Бокс,весовая категория 92 кг
Бокс,весовая категория 92+ кг
Бокс,командные соревнования
Бокс,кулачный бой - весовая категория 55 кг
Бокс,кулачный бой - весовая категория 60 кг
Бокс,кулачный бой - весовая категория 65 кг
Бокс,кулачный бой - весовая категория 70 кг
Бокс,кулачный бой - весовая категория 75 кг
Бокс,кулачный бой - весовая категория 80 кг
Бокс,кулачный бой - весовая категория 85 кг
Бокс,кулачный бой - весовая категория 100 кг
Бокс,кулачный бой - весовая категория 100+ кг
Бокс,удар на силу - весовая категория 54 кг
Бокс,удар на силу - весовая категория 60 кг
Бокс,удар на силу - весовая категория 67 кг
Бокс,удар на силу - весовая категория 75 кг
Бокс,удар на силу - весовая категория 80 кг
Бокс,удар на силу - весовая категория 86 кг
Бокс,удар на силу - весовая категория 92 кг
Бокс,удар на силу - весовая категория 92+ кг
Бокс,удар на скорость - весовая категория 54 кг
Бокс,удар на скорость - весовая категория 60 кг
Бокс,удар на скорость - весовая категория 67 кг
Бокс,удар на скорость - весовая категория 75 кг
Бокс,удар на скорость - весовая категория 80 кг
Бокс,удар на скорость - весовая категория 86 кг
Бокс,удар на скорость - весовая категория 92 кг
Бокс,удар на скорость - весовая категория 92+ кг
Бокс,интерактивный бокс
Борьба на поясах,вольный стиль-весовая категория 36 кг
Борьба на поясах,вольный стиль-весовая категория 40 кг
Борьба на поясах,вольный стиль-весовая категория 44 кг
Борьба на поясах,вольный стиль-весовая категория 45 кг
Борьба на поясах,вольный стиль-весовая категория 48 кг
Борьба на поясах,вольный стиль-весовая категория 50 кг
Борьба на поясах,вольный стиль-весовая категория 52 кг
Борьба на поясах,вольный стиль-весовая категория 55 кг
Борьба на поясах,вольный стиль-весовая категория 56 кг
Борьба на поясах,вольный стиль-весовая категория 57 кг
Борьба на поясах,вольный стиль-весовая категория 58 кг
Борьба на поясах,вольный стиль-весовая категория 60 кг
Борьба на поясах,вольный стиль-весовая категория 62 кг
Борьба на поясах,вольный стиль-весовая категория 63 кг
Борьба на поясах,вольный стиль-весовая категория 65 кг
Борьба на поясах,вольный стиль-весовая категория 66 кг
Борьба на поясах,вольный стиль-весовая категория 66+ кг
Борьба на поясах,вольный стиль-весовая категория 68 кг
Борьба на поясах,вольный стиль-весовая категория 70 кг
Борьба на поясах,вольный стиль-весовая категория 70+ кг
Борьба на поясах,вольный стиль-весовая категория 71 кг
Борьба на поясах,вольный стиль-весовая категория 75 кг
Борьба на поясах,вольный стиль-весовая категория 76 кг
Борьба на поясах,вольный стиль-весовая категория 76+ кг
Борьба на поясах,вольный стиль-весовая категория 77 кг
Борьба на поясах,вольный стиль-весовая категория 80 кг
Борьба на поясах,вольный стиль-весовая категория 82 кг
Борьба на поясах,вольный стиль-весовая категория 85 кг
Борьба на поясах,вольный стиль-весовая категория 90 кг
Борьба на поясах,вольный стиль-весовая категория 90+ кг
Борьба на поясах,вольный стиль-весовая категория 95 кг
Борьба на поясах,вольный стиль-весовая категория 95+ кг
Борьба на поясах,вольный стиль-весовая категория 100 кг
Борьба на поясах,вольный стиль-весовая категория 100+ кг
Борьба на поясах,вольный стиль-командные соревнования
Борьба на поясах,вольный стиль-абсолютная категория
Борьба на поясах,классический стиль - весовая категория 57 кг
